,Date,OPP,Result,MIN,FG,FG%,3PT,3P%,FT,FT%,REB,AST,BLK,STL,PF,TO,PTS,Player
11,Sat 2/5,vsUCSD,W84-48,13.0,2-4,50.0,0-1,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,jay-nagle
12,Sat 1/15,@CSUF,L79-73,4.0,0-2,0.0,0-1,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,jay-nagle
13,Thu 12/30,@UCSD,L85-83 OT,18.0,1-2,50.0,0-1,0.0,0-0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,jay-nagle
14,Wed 12/22,vsIDST,W56-43,2.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jay-nagle
15,Sun 12/19,vsFAMU,W73-62,2.0,0-1,0.0,0-1,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jay-nagle
16,Sat 12/11,@SMC,L80-59,8.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,jay-nagle
17,Sun 12/5,vsCLU,W87-66,14.0,1-5,20.0,0-2,0.0,0-0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,jay-nagle
18,Fri 12/3,vsPEPP,W86-74,7.0,1-1,100.0,1-1,100.0,0-0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,jay-nagle
19,Mon 11/29,vsUTA,L70-62,3.0,0-0,0.0,0-0,0.0,0-0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,jay-nagle
20,Wed 11/24,vsUAPB,W86-58,16.0,0-2,0.0,0-1,0.0,1-2,50.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,jay-nagle
21,Sat 11/20,vsCHIC,W81-50,15.0,0-1,0.0,0-0,0.0,1-2,50.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,jay-nagle
22,Mon 11/15,@WSU,L73-65,2.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jay-nagle
23,Wed 11/10,vsSFSU,W119-65,19.0,2-3,66.7,1-2,50.0,2-2,100.0,7.0,4.0,1.0,0.0,2.0,1.0,7.0,jay-nagle
0,Thu 3/10,vsUCI,W78-69,12.0,2-2,100.0,0-0,0.0,0-0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,josh-pierre-louis
2,Thu 3/3,vsHAW,W67-60,36.0,5-10,50.0,0-1,0.0,6-7,85.7,3.0,2.0,0.0,2.0,2.0,5.0,16.0,josh-pierre-louis
3,Tue 3/1,vsCSUN,W70-61,22.0,2-3,66.7,0-1,0.0,3-6,50.0,4.0,2.0,0.0,1.0,3.0,2.0,7.0,josh-pierre-louis
4,Sat 2/26,@UCR,W97-90 2OT,25.0,3-3,100.0,0-0,0.0,4-5,80.0,2.0,3.0,1.0,3.0,4.0,1.0,10.0,josh-pierre-louis
5,Thu 2/24,@UCD,W76-69 OT,34.0,5-15,33.3,1-5,20.0,3-6,50.0,5.0,4.0,0.0,0.0,3.0,3.0,14.0,josh-pierre-louis
6,Sat 2/19,vsLBSU,W84-71,35.0,4-6,66.7,0-1,0.0,9-12,75.0,8.0,11.0,0.0,3.0,2.0,4.0,17.0,josh-pierre-louis
7,Thu 2/17,vsCSUF,L67-58,32.0,2-7,28.6,0-3,0.0,1-3,33.3,5.0,8.0,0.0,1.0,1.0,2.0,5.0,josh-pierre-louis
8,Sat 2/12,@CP,W69-64,26.0,4-7,57.1,3-3,100.0,2-4,50.0,2.0,4.0,0.0,0.0,2.0,1.0,13.0,josh-pierre-louis
9,Thu 2/10,@CSUB,W74-62,26.0,3-7,42.9,0-2,0.0,0-0,0.0,4.0,0.0,0.0,2.0,4.0,5.0,6.0,josh-pierre-louis
10,Sat 2/5,vsUCSD,W84-48,29.0,6-7,85.7,0-0,0.0,0-0,0.0,3.0,7.0,0.0,5.0,0.0,3.0,12.0,josh-pierre-louis
11,Thu 2/3,vsUCI,L53-52,26.0,2-5,40.0,0-1,0.0,2-2,100.0,3.0,4.0,0.0,2.0,2.0,2.0,6.0,josh-pierre-louis
12,Sat 1/29,@HAW,L65-62,12.0,2-3,66.7,0-0,0.0,1-2,50.0,2.0,0.0,0.0,1.0,4.0,2.0,5.0,josh-pierre-louis
13,Tue 1/25,@CSUN,W72-45,20.0,1-1,100.0,0-0,0.0,0-0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,2.0,josh-pierre-louis
14,Sat 1/15,@CSUF,L79-73,15.0,1-4,25.0,0-0,0.0,1-2,50.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,josh-pierre-louis
15,Thu 1/13,@LBSU,L65-58,21.0,2-3,66.7,0-0,0.0,1-2,50.0,4.0,1.0,0.0,1.0,3.0,5.0,5.0,josh-pierre-louis
16,Wed 12/22,vsIDST,W56-43,24.0,2-3,66.7,0-0,0.0,0-0,0.0,6.0,2.0,0.0,1.0,1.0,2.0,4.0,josh-pierre-louis
17,Sun 12/19,vsFAMU,W73-62,25.0,2-4,50.0,0-1,0.0,2-4,50.0,3.0,2.0,0.0,1.0,2.0,5.0,6.0,josh-pierre-louis
18,Tue 12/14,@PAC,L80-71 OT,37.0,7-10,70.0,0-2,0.0,0-2,0.0,4.0,4.0,0.0,0.0,4.0,2.0,14.0,josh-pierre-louis
19,Sat 12/11,@SMC,L80-59,23.0,4-7,57.1,1-1,100.0,0-0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,9.0,josh-pierre-louis
20,Sun 12/5,vsCLU,W87-66,20.0,5-8,62.5,0-1,0.0,0-0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,10.0,josh-pierre-louis
21,Fri 12/3,vsPEPP,W86-74,26.0,4-7,57.1,0-2,0.0,2-4,50.0,5.0,2.0,0.0,0.0,2.0,2.0,10.0,josh-pierre-louis
22,Mon 11/29,vsUTA,L70-62,34.0,3-6,50.0,0-0,0.0,1-3,33.3,11.0,4.0,0.0,2.0,1.0,3.0,7.0,josh-pierre-louis
23,Wed 11/24,vsUAPB,W86-58,23.0,4-8,50.0,0-2,0.0,0-2,0.0,3.0,2.0,0.0,2.0,1.0,3.0,8.0,josh-pierre-louis
24,Sat 11/20,vsCHIC,W81-50,27.0,3-6,50.0,0-1,0.0,1-2,50.0,3.0,6.0,0.0,1.0,3.0,2.0,7.0,josh-pierre-louis
25,Mon 11/15,@WSU,L73-65,29.0,1-7,14.3,0-0,0.0,1-2,50.0,4.0,2.0,0.0,0.0,2.0,1.0,3.0,josh-pierre-louis
26,Wed 11/10,vsSFSU,W119-65,23.0,9-11,81.8,0-1,0.0,7-12,58.3,8.0,4.0,0.0,1.0,0.0,2.0,25.0,josh-pierre-louis
0,Sun 12/5,vsCLU,W87-66,1.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,max-sheldon
1,Wed 11/10,vsSFSU,W119-65,4.0,1-1,100.0,0-0,0.0,0-0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,max-sheldon
0,Fri 3/11,vsLBSU,L67-64,30.0,6-14,42.9,3-6,50.0,0-0,0.0,7.0,1.0,1.0,0.0,2.0,0.0,15.0,miles-norris
2,Thu 3/10,vsUCI,W78-69,35.0,2-9,22.2,0-2,0.0,3-4,75.0,8.0,1.0,2.0,1.0,0.0,1.0,7.0,miles-norris
4,Thu 3/3,vsHAW,W67-60,37.0,6-12,50.0,0-5,0.0,0-0,0.0,7.0,2.0,1.0,2.0,1.0,2.0,12.0,miles-norris
5,Tue 3/1,vsCSUN,W70-61,32.0,1-7,14.3,0-4,0.0,2-2,100.0,8.0,2.0,2.0,2.0,0.0,1.0,4.0,miles-norris
6,Sat 2/26,@UCR,W97-90 2OT,45.0,0-6,0.0,0-2,0.0,0-0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,miles-norris
7,Thu 2/24,@UCD,W76-69 OT,39.0,3-5,60.0,0-1,0.0,2-2,100.0,8.0,0.0,0.0,2.0,1.0,1.0,8.0,miles-norris
8,Sat 2/19,vsLBSU,W84-71,27.0,2-7,28.6,2-4,50.0,0-0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,6.0,miles-norris
9,Thu 2/17,vsCSUF,L67-58,27.0,2-7,28.6,2-5,40.0,4-5,80.0,7.0,3.0,4.0,2.0,3.0,2.0,10.0,miles-norris
10,Sat 2/12,@CP,W69-64,33.0,3-5,60.0,2-2,100.0,0-0,0.0,5.0,2.0,1.0,0.0,1.0,3.0,8.0,miles-norris
11,Thu 2/10,@CSUB,W74-62,24.0,2-3,66.7,1-2,50.0,2-2,100.0,6.0,1.0,0.0,1.0,3.0,1.0,7.0,miles-norris
12,Sat 2/5,vsUCSD,W84-48,27.0,13-16,81.3,5-7,71.4,1-1,100.0,5.0,1.0,0.0,1.0,2.0,2.0,32.0,miles-norris
13,Thu 2/3,vsUCI,L53-52,33.0,2-7,28.6,1-6,16.7,3-3,100.0,2.0,2.0,0.0,1.0,2.0,1.0,8.0,miles-norris
14,Sat 1/29,@HAW,L65-62,36.0,2-8,25.0,1-4,25.0,2-2,100.0,6.0,1.0,0.0,1.0,2.0,3.0,7.0,miles-norris
15,Tue 1/25,@CSUN,W72-45,32.0,11-13,84.6,9-10,90.0,0-0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,31.0,miles-norris
16,Sat 1/15,@CSUF,L79-73,20.0,4-8,50.0,3-6,50.0,0-0,0.0,3.0,1.0,0.0,0.0,5.0,1.0,11.0,miles-norris
17,Thu 1/13,@LBSU,L65-58,26.0,4-10,40.0,0-3,0.0,2-4,50.0,5.0,0.0,1.0,1.0,1.0,1.0,10.0,miles-norris
18,Thu 12/30,@UCSD,L85-83 OT,33.0,6-9,66.7,2-4,50.0,6-7,85.7,5.0,4.0,1.0,0.0,3.0,3.0,20.0,miles-norris
19,Wed 12/22,vsIDST,W56-43,32.0,2-6,33.3,1-3,33.3,0-0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,5.0,miles-norris
20,Sun 12/19,vsFAMU,W73-62,32.0,4-10,40.0,0-2,0.0,2-2,100.0,7.0,0.0,0.0,0.0,1.0,3.0,10.0,miles-norris
21,Tue 12/14,@PAC,L80-71 OT,39.0,3-10,30.0,2-7,28.6,3-7,42.9,3.0,0.0,0.0,0.0,3.0,3.0,11.0,miles-norris
22,Sat 12/11,@SMC,L80-59,23.0,0-3,0.0,0-2,0.0,2-2,100.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,miles-norris
23,Sun 12/5,vsCLU,W87-66,19.0,2-2,100.0,0-0,0.0,2-2,100.0,6.0,1.0,1.0,1.0,0.0,3.0,6.0,miles-norris
24,Fri 12/3,vsPEPP,W86-74,22.0,4-9,44.4,0-2,0.0,5-8,62.5,9.0,1.0,0.0,2.0,4.0,2.0,13.0,miles-norris
25,Mon 11/29,vsUTA,L70-62,25.0,2-6,33.3,0-3,0.0,3-4,75.0,5.0,2.0,0.0,0.0,3.0,2.0,7.0,miles-norris
26,Wed 11/24,vsUAPB,W86-58,24.0,5-10,50.0,3-5,60.0,0-0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,13.0,miles-norris
27,Sat 11/20,vsCHIC,W81-50,22.0,4-9,44.4,0-3,0.0,2-2,100.0,6.0,0.0,2.0,1.0,1.0,2.0,10.0,miles-norris
28,Mon 11/15,@WSU,L73-65,32.0,1-6,16.7,0-2,0.0,0-0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,2.0,miles-norris
29,Wed 11/10,vsSFSU,W119-65,17.0,5-9,55.6,0-2,0.0,4-4,100.0,8.0,2.0,1.0,0.0,4.0,3.0,14.0,miles-norris
0,Fri 3/11,vsLBSU,L67-64,12.0,3-4,75.0,0-0,0.0,0-1,0.0,2.0,0.0,1.0,1.0,1.0,1.0,6.0,robinson-idehen
2,Thu 3/10,vsUCI,W78-69,8.0,1-2,50.0,0-0,0.0,0-0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,robinson-idehen
4,Thu 3/3,vsHAW,W67-60,9.0,3-4,75.0,0-0,0.0,2-2,100.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,robinson-idehen
5,Tue 3/1,vsCSUN,W70-61,18.0,0-0,0.0,0-0,0.0,0-0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,robinson-idehen
6,Sat 2/26,@UCR,W97-90 2OT,11.0,3-4,75.0,0-0,0.0,0-2,0.0,2.0,0.0,0.0,0.0,3.0,0.0,6.0,robinson-idehen
7,Thu 2/24,@UCD,W76-69 OT,11.0,1-1,100.0,0-0,0.0,0-0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,robinson-idehen
8,Sat 2/19,vsLBSU,W84-71,19.0,1-2,50.0,0-0,0.0,0-0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,robinson-idehen
9,Thu 2/17,vsCSUF,L67-58,17.0,3-3,100.0,0-0,0.0,2-3,66.7,3.0,0.0,0.0,1.0,2.0,1.0,8.0,robinson-idehen
10,Sat 2/12,@CP,W69-64,11.0,0-0,0.0,0-0,0.0,1-2,50.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,robinson-idehen
11,Thu 2/10,@CSUB,W74-62,15.0,1-1,100.0,0-0,0.0,0-6,0.0,3.0,0.0,1.0,0.0,5.0,3.0,2.0,robinson-idehen
12,Sat 2/5,vsUCSD,W84-48,15.0,5-5,100.0,0-0,0.0,1-2,50.0,6.0,1.0,1.0,1.0,3.0,2.0,11.0,robinson-idehen
13,Thu 2/3,vsUCI,L53-52,9.0,0-2,0.0,0-0,0.0,0-0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,robinson-idehen
14,Sat 1/29,@HAW,L65-62,8.0,2-3,66.7,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,robinson-idehen
15,Tue 1/25,@CSUN,W72-45,13.0,0-2,0.0,0-0,0.0,1-2,50.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,robinson-idehen
16,Sat 1/15,@CSUF,L79-73,21.0,4-6,66.7,0-0,0.0,1-2,50.0,5.0,1.0,1.0,0.0,3.0,2.0,9.0,robinson-idehen
17,Thu 1/13,@LBSU,L65-58,22.0,2-5,40.0,0-0,0.0,0-0,0.0,4.0,0.0,2.0,1.0,4.0,0.0,4.0,robinson-idehen
18,Wed 12/22,vsIDST,W56-43,17.0,3-5,60.0,0-0,0.0,1-2,50.0,2.0,1.0,1.0,0.0,1.0,1.0,7.0,robinson-idehen
19,Sun 12/19,vsFAMU,W73-62,17.0,3-5,60.0,0-0,0.0,2-5,40.0,3.0,0.0,0.0,0.0,1.0,0.0,8.0,robinson-idehen
20,Tue 12/14,@PAC,L80-71 OT,18.0,3-5,60.0,0-0,0.0,2-2,100.0,5.0,0.0,0.0,0.0,1.0,1.0,8.0,robinson-idehen
21,Sat 12/11,@SMC,L80-59,18.0,4-8,50.0,0-0,0.0,0-0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,8.0,robinson-idehen
22,Sun 12/5,vsCLU,W87-66,16.0,3-6,50.0,0-0,0.0,0-0,0.0,7.0,0.0,2.0,0.0,1.0,1.0,6.0,robinson-idehen
23,Fri 12/3,vsPEPP,W86-74,21.0,3-4,75.0,0-0,0.0,2-3,66.7,5.0,0.0,2.0,0.0,1.0,0.0,8.0,robinson-idehen
24,Mon 11/29,vsUTA,L70-62,19.0,4-5,80.0,0-0,0.0,3-4,75.0,4.0,0.0,2.0,0.0,2.0,1.0,11.0,robinson-idehen
25,Wed 11/24,vsUAPB,W86-58,13.0,4-6,66.7,0-0,0.0,5-6,83.3,0.0,0.0,1.0,0.0,2.0,2.0,13.0,robinson-idehen
26,Sat 11/20,vsCHIC,W81-50,16.0,1-2,50.0,0-0,0.0,1-2,50.0,4.0,0.0,5.0,0.0,3.0,3.0,3.0,robinson-idehen
27,Mon 11/15,@WSU,L73-65,13.0,2-2,100.0,0-0,0.0,2-5,40.0,2.0,0.0,0.0,0.0,3.0,0.0,6.0,robinson-idehen
28,Wed 11/10,vsSFSU,W119-65,15.0,1-2,50.0,0-0,0.0,1-2,50.0,11.0,1.0,3.0,1.0,3.0,1.0,3.0,robinson-idehen
0,Fri 3/11,vsLBSU,L67-64,12.0,1-2,50.0,0-1,0.0,0-0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,2.0,sekou-toure
2,Thu 3/10,vsUCI,W78-69,5.0,0-1,0.0,0-0,0.0,0-2,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,sekou-toure
4,Thu 3/3,vsHAW,W67-60,2.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sekou-toure
5,Tue 3/1,vsCSUN,W70-61,4.0,1-2,50.0,0-1,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,sekou-toure
6,Sat 2/26,@UCR,W97-90 2OT,11.0,1-1,100.0,0-0,0.0,0-0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,sekou-toure
7,Thu 2/24,@UCD,W76-69 OT,4.0,0-1,0.0,0-0,0.0,2-2,100.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,sekou-toure
8,Sat 2/19,vsLBSU,W84-71,6.0,0-1,0.0,0-0,0.0,1-2,50.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,sekou-toure
9,Thu 2/17,vsCSUF,L67-58,7.0,0-2,0.0,0-2,0.0,0-0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,sekou-toure
10,Sat 2/12,@CP,W69-64,8.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,sekou-toure
11,Thu 2/10,@CSUB,W74-62,15.0,1-2,50.0,0-0,0.0,0-0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,2.0,sekou-toure
12,Sat 2/5,vsUCSD,W84-48,16.0,1-2,50.0,0-0,0.0,0-0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,sekou-toure
13,Thu 2/3,vsUCI,L53-52,3.0,1-1,100.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,sekou-toure
14,Sat 1/29,@HAW,L65-62,14.0,0-2,0.0,0-1,0.0,0-0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,sekou-toure
15,Tue 1/25,@CSUN,W72-45,14.0,1-3,33.3,0-1,0.0,0-2,0.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,sekou-toure
16,Sat 1/15,@CSUF,L79-73,16.0,2-3,66.7,1-2,50.0,0-0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,5.0,sekou-toure
17,Thu 1/13,@LBSU,L65-58,20.0,1-1,100.0,0-0,0.0,3-4,75.0,2.0,0.0,0.0,0.0,3.0,0.0,5.0,sekou-toure
18,Thu 12/30,@UCSD,L85-83 OT,36.0,3-6,50.0,0-1,0.0,1-2,50.0,8.0,2.0,0.0,0.0,5.0,2.0,7.0,sekou-toure
19,Wed 12/22,vsIDST,W56-43,7.0,1-1,100.0,0-0,0.0,0-2,0.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,sekou-toure
20,Sun 12/19,vsFAMU,W73-62,13.0,4-5,80.0,0-1,0.0,2-3,66.7,7.0,0.0,0.0,0.0,1.0,0.0,10.0,sekou-toure
21,Tue 12/14,@PAC,L80-71 OT,4.0,0-0,0.0,0-0,0.0,0-0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,sekou-toure
22,Sat 12/11,@SMC,L80-59,10.0,2-3,66.7,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,sekou-toure
23,Sun 12/5,vsCLU,W87-66,15.0,1-5,20.0,0-3,0.0,0-0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,2.0,sekou-toure
24,Fri 12/3,vsPEPP,W86-74,7.0,0-1,0.0,0-0,0.0,2-2,100.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,sekou-toure
25,Mon 11/29,vsUTA,L70-62,3.0,0-0,0.0,0-0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sekou-toure
26,Wed 11/24,vsUAPB,W86-58,13.0,2-3,66.7,1-1,100.0,0-0,0.0,7.0,1.0,0.0,0.0,3.0,4.0,5.0,sekou-toure
27,Sat 11/20,vsCHIC,W81-50,11.0,0-1,0.0,0-1,0.0,3-4,75.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,sekou-toure
28,Mon 11/15,@WSU,L73-65,9.0,2-2,100.0,0-0,0.0,0-0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,sekou-toure
29,Wed 11/10,vsSFSU,W119-65,18.0,2-5,40.0,0-0,0.0,0-2,0.0,4.0,3.0,0.0,0.0,4.0,2.0,4.0,sekou-toure
